コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率,企業名,業界
1301,2022/03,130460000000,42174000000,39072000000,32507000000,15714000000,27021000000,3969.6,32.7,極洋,水産・農林業
1332,2022/03,505731000000,208598000000,172889000000,121472000000,83197000000,94939000000,609.82,37.5,ニッスイ,水産・農林業
1333,2022/03,548603000000,187895000000,153291000000,91611000000,138467000000,112136000000,3043.95,29.2,マルハニチロ,水産・農林業
1352,2022/03,41116000000,8842000000,7804000000,4100000000,2300000000,17138000000,936.39,19.1,ホウスイ,卸売業
1375,2022/03,36096000000,10470000000,10471000000,16411000000,-,17314000000,262.62,29.0,雪国まいたけ,水産・農林業
1376,2022/05,48932599000,22645781000,21611868000,18632298000,-,-,1956.51,46.3,カネコ種苗,水産・農林業
1377,2022/05,147423000000,125466000000,120125000000,101225000000,937000000,553000000,2821.55,84.9,サカタのタネ,水産・農林業
1379,2022/03,104933000000,54509000000,53798000000,45888000000,4951000000,17753000000,1726.2,51.9,ホクト,水産・農林業
1380,2022/03,5593521000,2035437000,1965752000,704041000,1213918000,1035199000,487.68,36.3,秋川牧園,水産・農林業
1381,2022/06,21408000000,18772000000,18656000000,17777000000,-,-,3342.75,87.7,アクシーズ,水産・農林業
1382,2022/06,1081368000,719374000,719374000,187611000,-,12008000,944.38,66.5,ホーブ,水産・農林業
1383,2022/10,6074440000,1667454000,1628409000,675456000,917500000,1281492000,1131.74,26.7,ベルグアース,水産・農林業
1384,2022/03,15549000000,10154000000,10017734000,8208553000,-,1597734000,1200.45,65.3,ホクリヨウ,食料品
1400,2022/12,2959029000,2392306000,2161140000,-896679000,2600000,78978000,173.12,76.1,ルーデンHD,建設業
1401,2022/05,3841348000,2983131000,2957556000,2217983000,-,-,390.87,77.7,エムビーエス,建設業
1407,2022/08,101418000000,27552000000,27550000000,28049000000,15031000000,43584000000,677.18,27.2,ウエストHD,建設業
1414,2022/06,117423000000,94247000000,93410000000,59162000000,-,-,1768.4,80.2,ショーボンドHD,建設業
1417,2022/03,435785000000,249237000000,236623000000,175815000000,50107000000,-,2446.53,55.6,ミライト・ワン,建設業
1418,2022/02,7564203000,3917190000,3964589000,443479000,450000000,472810000,201.49,51.8,インターライフHD,建設業
1419,2022/05,105077000000,30916000000,30812000000,22672000000,11401000000,5063000000,1053.5,29.4,タマホーム,建設業
1420,2022/03,46886890000,15048053000,15062009000,6575630000,6470000000,10071000000,1358.62,32.1,サンヨーホームズ,建設業
1429,2022/12,21969963000,7966564000,7966543000,6270636000,6000000000,-,254.42,36.3,日本アクア,建設業
1430,2022/05,17811349000,6929957000,6926647000,6580224000,-,2845999000,585.0,38.9,ファーストコーポレーション,建設業
1431,2022/06,7620581000,3400502000,3400502000,1996801000,1123050000,268500000,152.89,44.6,Lib Work,建設業
1433,2023/01,8427000000,4379000000,4484458000,3037498000,300000000,1870376000,493.05,51.8,ベステラ,建設業
1434,2022/08,13466618000,4765976000,4313835000,2381094000,1430566000,2771877000,657.16,32.8,JESCOHD,建設業
1435,2022/12,10753662000,7895443000,7859146000,688663000,252900000,265722000,87.64,73.3,Robot Home,建設業
1436,2022/04,10715733000,4472196000,4467843000,2713018000,1169880000,2001379000,1096.45,41.7,フィット,建設業
1438,2022/09,4477861000,3268142000,3256644000,2522755000,200000000,18344000,1019.75,72.9,岐阜造園,建設業
1439,2022/12,4243116000,1627759000,1570668000,1095916000,-,876083000,1197.37,37.0,安江工務店,建設業
1443,2022/03,15975838000,9884511000,9362432000,6769180000,-,2622420000,608.8,61.9,技研HD,建設業
1444,2022/07,1690479000,1346814000,1346814000,813746000,-,-,1284.36,79.7,ニッソウ,建設業
1446,2022/09,6480398000,2516850000,2516850000,467596000,658335000,1159180000,274.64,38.8,キャンディル,建設業
1447,2022/03,18228135000,2427561000,2080912000,-1981421000,6856950000,3345376000,92.12,11.3,ITbookHD,建設業
1449,2022/12,816629000,333004000,333004000,247156000,50000000,232480000,156.34,40.8,FUJIジャパン,建設業
1450,2022/03,7050397000,5439234000,5397187000,4851491000,-,-,1250.55,77.1,田中建設工業,建設業
1451,2022/03,14898441000,5920588000,5920435000,4487688000,-,3630161000,1494.6,39.7,KHC,建設業
1491,2022/03,9833373000,7067230000,7067230000,899692000,700000000,106129000,24.52,71.9,中外鉱業,非鉄金属
1514,2022/03,21576000000,17354000000,17107000000,14139000000,1700000000,-,315.34,80.4,住石HD,鉱業
1515,2022/03,197732000000,126371000000,108145000000,99391000000,15922000000,4817000000,7217.2,60.7,日鉄鉱業,鉱業
1518,2022/03,67837000000,35537000000,35237000000,20547000000,3967000000,7860000000,2723.7,52.2,三井松島HD,鉱業
1605,2022/12,6262304000000,4038361000000,2919277000000,2066443000000,75878000000,1164369000000,2891.93,60.3,INPEX,鉱業
1662,2022/03,471941000000,402770000000,323602000000,310592000000,-,510000000,6679.84,78.7,石油資源開発,鉱業
1663,2022/12,109823000000,86385000000,83151000000,62466000000,371000000,582000000,3161.0,76.6,K&Oエナジーグループ,鉱業
1711,2022/03,921661000,596609000,594428000,-3268237000,-,-,73.95,64.6,SDSHD,建設業
1712,2023/02,21954000000,15945000000,14634000000,10260000000,1200000000,1187000000,884.75,67.8,ダイセキ環境ソリューション,建設業
1716,2022/06,19408371000,15854200000,15045106000,14271484000,-,177605000,1322.79,77.4,第一カッター興業,建設業
1717,2022/03,5718924000,4283727000,4270479000,3746630000,-,-,371.54,74.7,明豊ファシリティワークス,建設業
1718,2022/12,30998703000,16612269000,14551472000,13191210000,1749000000,1500716000,13366.56,47.1,美樹工業,建設業
1719,2022/03,295332000000,141682000000,137766000000,114124000000,16676000000,7640000000,833.99,47.7,安藤・間,建設業
1720,2022/03,237811000000,93064000000,86471000000,67309000000,97000000,22334000000,883.1,38.9,東急建設,建設業
1721,2022/03,524062000000,343489000000,341006000000,279157000000,31845000000,486000000,2761.14,64.5,コムシスHD,建設業
1723,2022/03,38571000000,28865000000,28215000000,27790000000,-,-,3604.48,74.8,日本電技,建設業
1724,2022/12,11333000000,5332000000,5176000000,3566000000,2300000000,409000000,1149.88,47.1,シンクレイヤ,建設業
1726,2022/03,33961000000,13296000000,13091000000,7429000000,5500000000,2800000000,292.04,38.8,ビーアールHD,建設業
1730,2022/03,3300862000,1411449000,1410733000,1022686000,-,457029000,413.46,42.8,麻生フオームクリート,建設業
1734,2022/03,9186147000,208135000,185780000,-1311878000,3700000000,-,330.03,2.3,北弘電社,建設業
1736,2022/03,26767607000,17863227000,17168599000,16236625000,965308000,249410000,3327.75,65.3,オーテック,建設業
1738,2022/03,6512377000,3921910000,3899628000,3569627000,510000000,118432000,967.63,60.2,ニットー,建設業
1739,2022/06,26324242000,7521980000,7521980000,6800858000,8338100000,5181412000,1235.88,28.6,メルディアDC,建設業
1743,2022/09,12703288000,8109261000,8045453000,5453584000,600000000,-,3565.55,63.8,コーアツ工業,建設業
1757,2022/03,1773795000,792308000,765799000,-13750423000,-,-,2.97,43.2,中小企業HD,建設業
1758,2023/01,12171000000,8619000000,8323702000,7879114000,-,244444000,12218.27,70.8,太洋基礎工業,建設業
1762,2022/03,236719000000,121471000000,121689000000,115892000000,17200000000,-,3487.59,51.3,髙松コンストラクショングループ,建設業
1764,2022/06,14094086000,4678487000,4658538000,3413533000,1530000000,1116729000,3708.82,33.2,工藤建設,建設業
1766,2022/04,194153000000,113424000000,113258000000,108641000000,-,-,8436.4,58.4,東建コーポレーション,建設業
1768,2022/03,11290769000,8113475000,8006303000,6925787000,-,-,1110.62,71.9,ソネック,建設業
1770,2022/03,27190870000,15519165000,14923643000,14298525000,955000000,-,1699.36,57.1,藤田エンジニアリング,建設業
1771,2022/09,13104511000,7968946000,7672670000,6570457000,115200000,444800000,1581.08,60.8,日本乾溜工業,建設業
1775,2022/03,62654000000,33666000000,32957000000,24380000000,191000000,-,3663.11,52.6,富士古河E&C,建設業
1776,2022/03,26693000000,12971000000,12810000000,10013000000,-,-,1420.92,48.6,三井住建道路,建設業
1777,2022/03,19025000000,10430000000,10407000000,8439000000,-,-,871.69,54.8,川崎設備工業,建設業
1780,2022/03,24501928000,17793649000,17274960000,13221880000,-,-,940.1,72.6,ヤマウラ,建設業
1783,2022/09,7471517000,5227670000,5145136000,-6016068000,460000000,12830000,30.64,68.9,アジアゲートHD,建設業
1786,2022/03,60952000000,38989000000,38713000000,37718000000,1200000000,3199000000,335.62,64.0,オリエンタル白石,建設業
1787,2022/03,10860140000,7641856000,7533564000,6286150000,-,-,3101.54,70.4,ナカボーテック,建設業
1788,2022/06,4769155000,2833959000,2787340000,1478664000,-,-,4634.27,59.4,三東工業社,建設業
1789,2022/09,6569889000,2670133000,2845421000,1094063000,691000000,906909000,419.07,40.6,ETSHD,建設業
1793,2022/03,90912000000,66934000000,64600000000,55943000000,-,-,13502.61,73.6,大本組,建設業
1795,2022/09,6544767000,4453227000,4466111000,2388505000,-,119698000,5079.89,68.0,マサル,建設業
1798,2022/03,27479840000,12096795000,11982838000,8965967000,1600000000,-,5509.82,44.0,守谷商会,建設業
1799,2022/03,73097861000,65403199000,62973589000,57026811000,-,-,3220.04,89.5,第一建設工業,建設業
1801,2022/03,1956200000000,872835000000,743609000000,591383000000,97901000000,66279000000,4335.77,44.4,大成建設,建設業
1802,2022/03,2422085000000,988913000000,775144000000,677559000000,62785000000,94590000000,1333.09,39.5,大林組,建設業
1803,2022/03,2128356000000,875172000000,666959000000,592199000000,130609000000,99945000000,1116.89,38.7,清水建設,建設業
1805,2022/03,114632000000,43872000000,42797000000,31621000000,3157000000,13037000000,2293.06,38.3,飛島建設,建設業
1807,2022/03,32632900000,19107464000,17158903000,14923177000,-,89866000,6265.44,58.3,佐藤渡辺,建設業
1808,2022/03,1081907000000,417667000000,422689000000,392149000000,-,190000000000,1520.73,38.6,長谷工コーポレーション,建設業
1810,2022/03,68428000000,42879000000,39807000000,36166000000,-,-,1447.59,62.7,松井建設,建設業
1811,2022/03,155098000000,74303000000,54291000000,50590000000,8050000000,5500000000,10374.25,47.9,錢高組,建設業
1812,2022/03,2337741000000,953566000000,809114000000,731275000000,174731000000,95173000000,1920.45,40.5,鹿島建設,建設業
1813,2022/03,51901000000,30350000000,29943000000,11812000000,3120000000,125000000,1968.87,57.7,不動テトラ,建設業
1814,2022/03,48662000000,20629000000,20215000000,15995000000,100000000,102000000,1967.91,42.4,大末建設,建設業
1815,2022/03,173079000000,63931000000,51474000000,28901000000,23252000000,5723000000,4203.43,36.7,鉄建建設,建設業
1820,2022/03,477613000000,157715000000,145459000000,158485000000,43039000000,-,3833.68,31.7,西松建設,建設業
1821,2022/03,394073000000,99701000000,93811000000,85714000000,1988000000,57806000000,584.74,23.2,三井住友建設,建設業
1822,2022/03,169621000000,74493000000,72636000000,56753000000,2950000000,-,4204.52,43.3,大豊建設,建設業
1826,2022/03,25837000000,14554000000,13583000000,9651000000,232000000,20000000,937.99,56.3,佐田建設,建設業
1827,2022/03,82190000000,35576000000,33057000000,26630000000,480000000,200000000,1001.69,41.9,ナカノフドー建設,建設業
1828,2022/03,35093983000,19367765000,19525784000,17172165000,500000000,600000000,1809.92,55.2,田辺工業,建設業
1832,2022/03,42776000000,26895000000,25936000000,19178000000,-,-,1298.06,62.9,北海電気工事,建設業
1833,2022/03,332348000000,167425000000,139727000000,101710000000,9480000000,5112000000,4540.21,50.2,奥村組,建設業
1835,2022/03,136669553000,98525154000,94273230000,93006836000,-,-,2821.32,71.1,東鉄工業,建設業
1840,2022/10,21646174000,12093942000,12162794000,777421000,-,-,483.81,55.9,土屋HD,建設業
1841,2022/03,14105000000,11102304000,11002629000,10720016000,220175000,132309000,3096.9,78.7,サンユー建設,建設業
1844,2022/07,9538312000,4481719000,4403442000,960424000,322359000,2919792000,294.43,46.2,大盛工業,建設業
1847,2022/03,57617000000,26798000000,26456000000,21939000000,1534000000,4363000000,3689.02,46.5,イチケン,建設業
1848,2022/03,27786000000,9830000000,9877000000,6103000000,3053000000,1826000000,553.92,35.4,富士ピー・エス,建設業
1850,2022/03,32445000000,12670000000,12429000000,8729000000,3834000000,613000000,439.51,39.1,南海辰村建設,建設業
1852,2022/03,90537000000,42873000000,41415000000,29648000000,2506000000,6532000000,2614.44,46.6,淺沼組,建設業
1853,2022/03,25413000000,13966000000,13936000000,12099000000,800000000,-,426.45,55.0,森組,建設業
1860,2022/03,761199000000,319042000000,240152000000,199155000000,59969000000,38991000000,1027.11,41.6,戸田建設,建設業
1861,2022/03,371096000000,169302000000,165589000000,114967000000,3145000000,9007000000,3751.06,45.6,熊谷組,建設業
1866,2022/03,65500000000,37501000000,34796000000,24443000000,4000000000,-,5966.13,56.5,北野建設,建設業
1867,2022/03,43632596000,24176627000,24220473000,13711471000,2172328000,350732000,3645.27,55.3,植木組,建設業
1869,2022/03,96159000000,59704000000,52247000000,49779000000,1318000000,2014000000,2356.02,61.9,名工建設,建設業
1870,2022/03,116423000000,57532000000,62279000000,49124000000,25400000000,5000000000,1338.1,49.4,矢作建設工業,建設業
1871,2022/03,93100000000,45533000000,42938000000,31004000000,6008000000,4000000000,974.36,48.9,ピーエス三菱,建設業
1873,2022/10,47540000000,23239000000,22947000000,19053000000,2320000000,4827000000,572.92,48.2,日本ハウスHD,建設業
1878,2022/03,1005879000000,365787000000,369882000000,319133000000,-,70582000000,5300.73,36.5,大東建託,建設業
1879,2022/03,140177000000,91613000000,91478000000,84972000000,-,-,1567.11,65.4,新日本建設,建設業
1882,2022/03,84691000000,50466000000,46383000000,33419000000,1328000000,586000000,5151.42,57.9,東亜道路工業,建設業
1884,2022/03,152194000000,95006000000,93240000000,66425000000,3000000000,5200000000,10793.5,62.3,日本道路,建設業
1885,2022/03,212916000000,86725000000,80037000000,43543000000,18875000000,10937000000,3939.64,40.4,東亜建設工業,建設業
1887,2022/05,154724000000,79946000000,77823000000,56427000000,1151000000,24101000000,900.87,51.2,日本国土開発,建設業
1888,2022/03,81479000000,38355000000,33805000000,19819000000,2398000000,3785000000,2908.91,45.5,若築建設,建設業
1890,2022/03,135582000000,69899000000,64886000000,44931000000,2869000000,2722000000,724.81,50.2,東洋建設,建設業
1892,2022/03,44502000000,17059000000,17261000000,11908000000,1584000000,2372000000,8157.27,38.2,徳倉建設,建設業
1893,2022/03,467364000000,159786000000,152257000000,103984000000,29109000000,23447000000,559.85,34.1,五洋建設,建設業
1897,2022/12,19991000000,17254000000,15400000000,17151000000,-,-,7849.23,84.6,金下建設,建設業
1898,2022/03,78295000000,40497000000,40266000000,40248000000,107000000,6900000000,1082.3,51.7,世紀東急工業,建設業
1899,2022/12,134351000000,78504000000,77329000000,68250000000,2690000000,656000000,9127.4,57.9,福田組,建設業
1904,2022/03,40228528000,24696592000,23853319000,14159800000,-,-,3897.53,61.4,大成温調,建設業
1905,2022/03,17681498000,12300204000,11908450000,8380240000,-,19880000,1781.85,67.4,テノックス,建設業
1909,2022/03,41451742000,19700779000,16323299000,12884651000,2961134000,2153265000,2403.0,40.6,日本ドライケミカル,機械
1911,2022/12,1537598000000,682554000000,526318000000,447216000000,45966000000,187807000000,3140.25,40.8,住友林業,建設業
1914,2022/03,30091000000,21109877000,20404224000,13316358000,2500000000,-,987.15,70.2,日本基礎技術,建設業
1921,2022/03,51635000000,37659741000,34009714000,29700070000,640000000,1227500000,951.51,72.9,巴コーポレーション,建設業
1925,2022/03,5521662000000,2111385000000,1921500000000,1486900000000,151421000000,758496000000,3081.07,36.6,大和ハウス工業,建設業
1926,2022/03,115885000000,80817000000,79654000000,70588000000,870000000,-,1591.18,69.7,ライト工業,建設業
1928,2023/01,3007537000000,1667546000000,1468274000000,1056475000000,305503000000,157372000000,2466.04,54.3,積水ハウス,建設業
1929,2022/03,51712000000,30610000000,30365000000,22560000000,-,-,729.4,58.8,日特建設,建設業
1930,2022/03,55465000000,39861000000,39759000000,34333000000,-,-,1424.08,71.9,北陸電気工事,建設業
1934,2022/03,216016000000,129546000000,129690000000,114413000000,6268000000,4794000000,1810.83,59.9,ユアテック,建設業
1938,2022/03,79857670000,55504345000,53860131000,49567246000,-,-,2206.82,69.5,日本リーテック,建設業
1939,2022/03,96517000000,54175000000,53691000000,46627000000,360000000,9390000000,3443.02,56.1,四電工,建設業
1941,2022/03,279725000000,216329000000,205840000000,208268000000,133000000,-,3868.67,76.2,中電工,建設業
1942,2022/03,470967000000,293514000000,273784000000,257625000000,6792000000,6607000000,1389.96,60.3,関電工,建設業
1944,2022/03,700259000000,511843000000,467920000000,412671000000,15988000000,52000000,2493.24,73.0,きんでん,建設業
1945,2022/03,102982000000,64472000000,63016000000,58103000000,3819000000,4830000000,1887.84,62.8,東京エネシス,建設業
1946,2022/03,301599000000,126596000000,118354000000,105381000000,4182000000,23463000000,6772.35,42.0,トーエネック,建設業
1948,2022/03,28460000000,18544000000,18185000000,15660000000,560000000,-,10415.6,64.9,弘電社,建設業
1949,2022/03,161036000000,93385000000,79847000000,67742000000,1609000000,1001000000,2526.97,55.5,住友電設,建設業
1950,2022/03,257700000000,185192000000,161669000000,145409000000,100000000,-,2803.99,66.9,日本電設工業,建設業
1951,2022/03,535617000000,307053000000,287263000000,244892000000,30756000000,18006000000,2748.2,56.6,エクシオグループ,建設業
1952,2022/03,99966000000,53813000000,44826000000,34282000000,4144000000,-,2302.94,53.7,新日本空調,建設業
1954,2022/06,173926000000,81969000000,78088000000,58914000000,13148000000,19288000000,5185.64,44.9,日本工営,サービス業
1959,2022/03,378396000000,241194000000,240194000000,214655000000,6865000000,3494000000,3375.44,63.2,九電工,建設業
1960,2022/03,45457217000,30633444000,28548086000,27829692000,403440000,218796000,1871.87,67.2,サンテック,建設業
1961,2022/03,183609000000,94278000000,82140000000,75097000000,8885000000,320000000,1685.18,51.2,三機工業,建設業
1963,2022/03,694274000000,387662000000,384901000000,342198000000,2167000000,11496000000,1532.72,55.8,日揮HD,建設業
1964,2022/03,38141000000,23211000000,20545000000,13081000000,2800000000,1188000000,3005.13,60.5,中外炉工業,建設業
1965,2022/03,63698000000,42462000000,37435000000,33188000000,-,65000000,1950.34,66.7,テクノ菱和,建設業
1966,2022/03,32628997000,13725744000,14306766000,10688213000,2800000000,-,2129.4,41.3,高田工業所,建設業
1967,2022/03,45876066000,33369293000,31339698000,22198219000,300000000,654659000,1299.39,72.7,ヤマト,建設業
1968,2022/03,131738000000,80423000000,77216000000,70456000000,-,8143000000,4166.98,60.1,太平電業,建設業
1969,2022/03,300736000000,136897000000,123864000000,105788000000,8058000000,-,2009.34,44.2,高砂熱学工業,建設業
1971,2022/03,8525403000,2650802000,2650802000,1412073000,1600000000,1902306000,1127.38,31.1,中央ビルト工業,金属製品
1972,2022/03,33484000000,21119000000,19109000000,17075000000,-,-,5476.86,63.1,三晃金属工業,建設業
1973,2022/03,254701000000,138149000000,135230000000,105673000000,9190000000,3202000000,904.66,52.9,NECネッツエスアイ,情報・通信業
1975,2022/03,72081000000,34360000000,30046000000,23120000000,3800000000,-,2678.27,47.7,朝日工業社,建設業
1976,2022/03,71149000000,55924000000,53134000000,48317000000,960000000,-,1116.31,78.1,明星工業,建設業
1979,2022/03,228159000000,130788000000,108862000000,99893000000,15535000000,5605000000,3658.52,54.7,大気社,建設業
1980,2022/03,139099000000,77242000000,70097000000,63946000000,3229000000,675000000,3603.08,55.4,ダイダン,建設業
1981,2022/03,26257007000,17617122000,17134356000,16578477000,-,-,1530.23,67.1,協和日成,建設業
1982,2022/03,87466000000,63409000000,57261000000,48602000000,-,-,2635.25,70.7,日比谷総合設備,建設業
1992,2022/03,8352257000,5017249000,4490848000,2268643000,200000000,-,2117.15,60.1,神田通信機,建設業
1994,2022/12,12324758000,10671771000,10661527000,7629277000,344000000,102000000,1252.55,86.6,高橋カーテンウォール工業,建設業
1997,2022/08,9489099000,6024349000,6023219000,4777777000,-,365677000,3034.61,63.5,暁飯島工業,建設業
1999,2022/06,7142122000,4270103000,4393940000,2892366000,1503455000,231180000,6773.51,59.8,サイタHD,建設業
2001,2022/03,325869000000,178697000000,142166000000,121817000000,19530000000,23684000000,2267.11,53.4,ニップン,食料品
2002,2022/03,723073000000,460643000000,365946000000,347165000000,6789000000,13785000000,1510.35,62.1,日清製粉G,食料品
2003,2022/03,55870000000,41753000000,38190000000,32115000000,500000000,-,4579.45,74.6,日東富士製粉,食料品
2004,2022/03,231306000000,109089000000,97858000000,76980000000,16322000000,4494000000,3161.85,45.7,昭和産業,食料品
2009,2022/12,41593130000,33543730000,28249469000,24758278000,1546237000,1302949000,1440.19,80.6,鳥越製粉,食料品
2053,2022/03,88014000000,62159000000,60287000000,51971000000,1106000000,1036000000,2081.26,70.4,中部飼料,食料品
2055,2022/03,29046259000,17409895000,17091921000,13898113000,4269000000,-,961.24,59.9,日和産業,食料品
2058,2022/03,12082000000,5203000000,5059000000,4924000000,3480000000,1314000000,1327.68,43.1,ヒガシマル,食料品
2060,2022/03,108504000000,44840000000,43348000000,23882000000,11350000000,10478000000,1161.37,40.8,フィード・ワン,食料品
2107,2022/03,11680000000,9735000000,9597000000,6697000000,-,-,1785.17,83.3,東洋精糖,食料品
2108,2022/03,100458000000,67918000000,58101000000,44934000000,14663000000,226000000,5037.32,67.6,日本甜菜製糖,食料品
2109,2022/03,189497000000,109926000000,99607000000,83170000000,7590000000,4290000000,3136.36,53.4,DM三井製糖HD,食料品
2112,2022/03,26114000000,10379000000,11115000000,12099000000,4800000000,5528000000,381.21,39.7,塩水港精糖,食料品
2114,2022/03,24745069000,19712952000,17677959000,14773714000,1289600000,276640000,735.73,79.8,フジ日本精糖,食料品
2117,2022/03,61134000000,48904000000,48904000000,29093000000,1300000000,-,2213.27,80.0,ウェルネオシュガー,食料品
2120,2022/09,48706000000,31130000000,30999000000,11025000000,8092000000,462000000,235.23,63.6,LIFULL,サービス業
2121,2022/03,218056000000,186056000000,182385000000,181278000000,645000000,7477000000,2524.12,84.0,MIXI,サービス業
2122,2022/09,11066927000,5355148000,5305047000,4221663000,-,-,853.04,48.4,インタースペース,サービス業
2124,2022/12,22084000000,15585000000,15415000000,15022000000,-,-,385.9,70.6,ジェイエイシーリクルートメント,サービス業
2127,2022/03,58919184000,51026002000,50293642000,47822611000,-,-,153.51,86.1,日本M&AセンターHD,サービス業
2130,2022/03,10404429000,5895377000,5895377000,4606602000,-,-,449.08,56.7,メンバーズ,サービス業
2134,2022/03,1786322000,879771000,839339000,-7191755000,159100000,155354000,7.94,48.9,燦キャピタルマネージメント,サービス業
2136,2022/03,5585679000,3352709000,3352709000,2637740000,650000000,-,843.41,60.0,ヒップ,サービス業
2137,2022/03,7485932000,3630542000,3630542000,2377949000,100000000,-,1737.77,48.5,光ハイツ・ヴェラス,サービス業
2138,2022/03,25086771000,9650705000,9344573000,10182340000,-,255291000,843.62,37.4,クルーズ,情報・通信業
2139,2022/03,3979448000,1772870000,1778565000,1295290000,560000000,458669000,260.72,44.6,中広,サービス業
2146,2022/03,64107000000,21232000000,19592000000,18567000000,235000000,15990000000,489.26,30.8,UTグループ,サービス業
2148,2022/03,10048592000,7932652000,7932652000,5143378000,-,-,401.34,78.9,アイティメディア,サービス業
2150,2022/12,13071397000,10020043000,10023053000,5245727000,-,107051000,224.11,76.4,ケアネット,サービス業
2151,2022/03,87897000000,35973000000,34131000000,15713000000,2908000000,22896000000,1201.92,39.1,タケエイ,サービス業
2152,2022/03,11187144000,7896803000,7606650000,7635070000,-,-,731.01,70.6,幼児活動研究会,サービス業
2153,2022/05,39240000000,27544000000,26765000000,20050000000,-,358000000,1763.41,70.2,E・JHD,サービス業
2154,2022/06,96521000000,63345000000,63309000000,-19933000000,1257000000,591000000,717.96,65.6,オープンアップグループ,サービス業
2156,2022/03,3970881000,1748251000,1740415000,1561917000,106000000,343935000,462.79,44.0,セーラー広告,サービス業
2157,2022/08,47273196000,19508647000,19690970000,14423589000,-,8744700000,239.17,41.2,コシダカHD,サービス業
2158,2022/03,11825130000,6440930000,5666545000,-140203000,-,2374792000,160.47,53.3,FRONTEO,サービス業
2159,2022/04,8343897000,4931425000,4908067000,3191446000,-,290000000,317.25,58.7,フルスピード,サービス業
2160,2022/12,33906981000,19810968000,20969692000,696360000,200000000,-,441.59,61.8,ジーエヌアイグループ,医薬品
2162,2022/03,34842105000,2693990000,3184883000,3439757000,16324883000,2853065000,172.75,7.7,nmsHD,サービス業
2163,2023/01,5673000000,4047000000,4042126000,3636258000,-,-,380.96,71.4,アルトナー,サービス業
2164,2022/08,1289114000,176202000,173724000,-299151000,200000000,266730000,83.84,13.5,地域新聞社,サービス業
2168,2022/05,203746000000,67146000000,48646000000,28238000000,9611000000,38779000000,1275.97,24.5,パソナグループ,サービス業
2169,2022/12,9728111000,7690877000,7673033000,5586868000,270000000,-,1127.69,79.1,CDS,サービス業
2170,2022/12,28952000000,11345000000,9159000000,5487000000,-,-,82.1,31.6,リンクアンドモチベーション,サービス業
2172,2022/06,1168974000,535505000,527236000,340679000,100000000,185902000,328.55,45.1,インサイト,サービス業
2173,2022/03,4775191000,1744551000,1740698000,1341442000,500000000,272253000,222.52,36.5,博展,サービス業
2175,2022/03,56585000000,29991000000,30123000000,27699000000,-,8054000000,340.1,52.4,エス・エム・エス,サービス業
2176,2022/03,4861348000,1363762000,1363762000,332467000,-,644890000,454.77,28.1,イナリサーチ,サービス業
2178,2022/02,15333367000,7477226000,7466380000,7917808000,2892012000,219567000,297.8,48.7,トライステージ,サービス業
2179,2022/03,8488452000,2815325000,2829077000,2681275000,-,1957831000,507.25,33.2,成学社,サービス業
2180,2022/06,7548992000,2820150000,2757244000,1543800000,538000000,661140000,178.93,35.7,サニーサイドアップグループ,サービス業
2181,2022/03,425110000000,204367000000,184579000000,158282000000,162000000,30000000000,793.91,43.1,パーソルHD,サービス業
2183,2022/03,15716469000,6543169000,6161567000,6604985000,600000000,2533566000,289.69,41.6,リニカル,サービス業
2185,2022/09,22626847000,17532385000,17020891000,16982923000,71225000,-,1315.42,77.0,シイエム・シイ,サービス業
2186,2022/02,4649561000,3433857000,3418701000,3427026000,-,-,434.55,73.5,ソーバル,サービス業
2193,2022/12,20154358000,17752001000,17752001000,5501550000,-,-,170.35,88.1,クックパッド,サービス業
2195,2022/12,4824280000,2001050000,1955781000,1225139000,-,1082562000,113.69,41.4,アミタHD,サービス業
2196,2022/03,24584551000,5928583000,5954544000,1483871000,5041500000,3714393000,438.73,24.1,エスクリ,サービス業
2198,2022/10,20251509000,9170067000,9076868000,8629766000,2150000000,1877328000,309.49,45.1,アイ・ケイ・ケイHD,サービス業
2201,2022/03,214300000000,131174000000,121074000000,97886000000,-,-,2603.93,60.7,森永製菓,食料品
2204,2022/03,42142643000,26084273000,24577362000,9004398000,5900000000,-,4376.1,61.9,中村屋,食料品
2206,2022/12,369056000000,244760000000,221046000000,217184000000,-,-,3841.61,66.2,江崎グリコ,食料品
2207,2022/03,70867000000,44713000000,29370000000,28689000000,50000000,10610000000,2646.72,63.1,名糖産業,食料品
2208,2022/03,83262000000,52786000000,53116000000,46231000000,60000000,78000000,2197.18,63.4,ブルボン,食料品
2209,2022/03,29422498000,17392192000,14963217000,8580110000,1400000000,100536000,1325.83,59.0,井村屋グループ,食料品
2211,2022/12,83712000000,59165000000,53567000000,31243000000,960000000,-,2130.54,65.6,不二家,食料品
2212,2022/12,758031000000,407897000000,316572000000,317816000000,55795000000,22779000000,1743.42,48.0,山崎製パン,食料品
2215,2022/12,17076000000,5841000000,5676000000,-1277000000,3400000000,-,843.51,34.2,第一屋製パン,食料品
2216,2022/12,22315222000,12555023000,12502789000,7944113000,-,-,905.23,56.3,カンロ,食料品
2217,2023/01,26595000000,18580000000,18232161000,10688523000,1670000000,-,2640.42,69.9,モロゾフ,食料品
